Papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,EV/EBITDA,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Brut/ Patrim.,Cresc. Rec.5a
CLAN3,0,0,0,0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","-1,05%",0,"1.012.240.000,00",0,"-63,96%"
MNSA3,"0,42",0,0,0,"0,00%",0,0,0,0,0,0,"-208,15%","-362,66%","3,63","-13,50%","145,70%",0,"-9.105.000,00","-6,52","-41,11%"
CSTB3,150,0,0,0,"0,00%",0,0,0,0,0,0,"40,85%","28,98%","2,6","22,40%","20,11%",0,"8.420.670.000,00","0,14","31,91%"
IVTT3,0,0,0,0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","-0,40%",0,"1.083.050.000,00",0,"20,67%"
PMET3,0,0,0,0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","4,10%",0,"-290.863.000,00",0,"37,74%"
MNSA4,"0,47",0,0,0,"0,00%",0,0,0,0,0,0,"-208,15%","-362,66%","3,63","-13,50%","145,70%",0,"-9.105.000,00","-6,52","-41,11%"
POPR4,"10,17",0,0,0,"0,00%",0,0,0,0,0,0,"8,66%","5,65%","1,08","15,25%","19,93%",0,"545.803.000,00","0,82","30,93%"
CSTB4,"147,69",0,0,0,"0,00%",0,0,0,0,0,0,"40,85%","28,98%","2,6","22,40%","20,11%",0,"8.420.670.000,00","0,14","31,91%"
CFLU4,"1.000,00",0,0,0,"0,00%",0,0,0,0,0,0,"8,88%","10,72%","1,1","17,68%","32,15%",0,"60.351.000,00","0,06","8,14%"
PORP4,"2,4",0,0,0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","-2,08%",0,"22.399.000,00",0,"13,66%"
GNDI3,"66,95","-3.584,82","5,84","3,423","2,39%","2,378","79,65","87,05","-6,21","91,13","50,88","3,93%","-0,09%","1,17","3,09%","-0,16%",0,"7.116.080.000,00","0,53","25,23%"
AESB3,"9,08","-1.342,87","1,31","1,941","0,97%","0,362","1,84","10,73","-0,97","19,43","9,84","18,10%","5,37%","3,63","4,48%","-0,10%","21.547.900,00","4.175.170.000,00","1,89","130,24%"
PLDN4,486,"-553,07","1,08","0,919","0,00%","0,611","1,07","-75,56","3,1","-33,12","-33,12","-1,22%","-0,17%","10,81","-1,27%","-0,20%",0,"289.939.000,00","0,01","10,26%"
LCSA4,"35,09","-337,52",-228,"79,738","0,00%","125,308","-202,27","-505,8","-96,61","-506,56","-506,56","-15,77%","-23,63%","0,29","-28,74%","67,55%",0,"-377.568.000,00","-0,35","6354,07%"
ONCO3,"6,37","-331,88","1,58","0,872","0,00%","0,436","5,15","9,19","-1,2","16,11","10,85","9,49%","1,09%","1,42","5,57%","-0,47%","8.147.130,00","2.014.190.000,00","1,48","0,00%"
GLOB4,"30,49","-324,91","8,85","1,615","0,00%","1,432","-13,81","22,85","-3,66","26,64","17,54","7,07%","-0,50%","0,81","8,30%","-2,72%",0,"5.505.000.000,00","1,69","4,75%"
RAIL3,"17,15","-286,75","2,11","3,481","0,11%","0,699","6,92","14,38","-1,58","18,99","10,06","24,21%","-1,24%","1,83","5,77%","-0,74%","266.195.000,00","15.061.000.000,00","1,11","7,70%"
BHGR3,"19,1","-272,16","1,1","3,613","0,00%","0,855","-194,45","23,7","-8,56","25,95","14,2","15,24%","-1,31%","0,96","3,93%","-0,40%",0,"1.077.600.000,00","0,2","20,67%"
DMMO3,"1,85","-256,93","-1,7","2,835","0,00%","3,323","11,82","6,33","-1,36","5,86","5,38","44,81%","-1,10%","2,25","70,39%","0,66%","16.758.000,00","-553.275.000,00",0,"-17,37%"
RJCP3,"0,01","-224,7","0,65",0,"0,00%","0,619",0,"-522,94",0,"-523,96","-917,32","0,00%","0,00%",0,"0,00%","-0,29%",0,"17.287.200,00",0,"0,00%"
ABYA3,"4,91","-214,8","1,76","2,055","0,00%","0,527","1,98","19,96","-2,75","33,67","33,67","10,29%","-0,96%","2,09","2,78%","-0,82%",0,"292.060.000,00","1,31","16,41%"
PITI4,"1,28","-204,74",0,0,"0,00%",0,0,"-2.637,65",0,"-2.637,65","111,07","0,00%","0,00%",0,"0,00%","0,00%",0,0,0,"-29,63%"
MAPT3,"37,5","-193,61","-5,67",0,"0,00%","44,583","-17.231,20","-242,69","-5,03","-242,69","-242,69","0,00%","0,00%",0,"-18,42%","2,93%",0,"-6.073.000,00",0,"0,00%"
ELMD3,"9,54","-162,88","1,81","1,909","0,00%","0,669","-6,66","15,34","-1,77","21,52","9,84","12,44%","0,24%","0,64","5,04%","-1,11%","2.995.180,00","739.445.000,00","0,91","101,10%"
HAPV3,"4,59","-125,86","0,67","1,652","0,06%","0,461",122,"-92,63","-2,17","-112,36","27,69","-1,78%","-1,30%","1,04","-0,53%","-0,53%","383.627.000,00","49.053.700.000,00","0,22","53,25%"
LCSA3,"12,5","-120,23","-81,22","28,405","0,00%","44,638","-72,05","-180,18","-34,41","-180,95","-180,95","-15,77%","-23,63%","0,29","-28,74%","67,55%",0,"-377.568.000,00","-0,35","6354,07%"
MAGG3,"59,4","-119,98","1,32","0,684","0,00%","0,44","9,32","4,07","-1,55","6,41","5,34","16,82%","-0,57%","1,14","14,05%","-1,10%",0,"2.246.130.000,00","1,03","9,27%"
LINX3,"37,4","-90,95","4,38","7,885","1,52%","2,745","11,96","53,17","47,06","51,49","22,97","14,83%","-8,67%","2,14","6,82%","-4,81%",0,"1.619.010.000,00","0,22","15,54%"
BNCA3,"70,3","-90,3","2,45",0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","-2,72%",0,"3.068.150.000,00",0,"2,41%"
CSAB4,42,"-81,37","1,69","68,051","2,67%","0,831",0,"-34,85",0,0,0,"-195,25%","-83,63%",0,"0,00%","-2,08%","969,77","190.979.000,00",0,"-28,84%"
CSAB3,41,"-79,43","1,65","66,43","2,48%","0,811",0,"-34,02",0,0,0,"-195,25%","-83,63%",0,"0,00%","-2,08%","95,35","190.979.000,00",0,"-28,84%"
AMIL3,"32,2","-73,28","7,7","1,129","0,00%","2,003","-16,95","136,58","-5,43","138,61","50,13","0,83%","-1,53%","0,75","2,22%","-10,51%",0,"1.532.980.000,00","1,24","28,47%"
BRTP3,"35,71","-67,26","2,45","1,168","0,00%","0,684","8,98","6,03","-2,4","7,55","7,55","19,37%","-2,96%","1,29","13,41%","-3,64%",0,"5.302.340.000,00","0,91","3,66%"
ALLL3,"3,97","-66,38","0,49","0,806","0,00%","0,162","1,6","3,33","-0,37","7,94","4,21","24,21%","-1,24%","1,83","5,77%","-0,74%",0,"15.061.000.000,00","1,11","7,70%"
IDVL11,140,-66,"60,56",0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","-91,76%",0,"237.683.000,00",0,"0,00%"
TPIS3,"1,01","-65,09","0,19","0,156","1,85%","0,059","-0,53","0,89","-0,09","9,04","4,11","17,58%","-0,45%","0,34","6,96%","-0,29%","543.632,00","926.523.000,00","1,85","-1,66%"
YDUQ3,"9,61","-62,71","0,98","0,658","1,32%","0,299",2,"5,45","-0,74","13,06","5,71","12,07%","-1,01%","2,07","6,69%","-1,57%","86.731.400,00","3.024.090.000,00","1,89","6,60%"
PRGA4,75,"-60,91","6,77","1,539","0,00%","1,375","13,6","72,03","-4,26","85,59","24,05","2,14%","-2,37%","1,28","3,19%","-11,11%",0,"12.000.400.000,00",2,"14,25%"
ALLL4,"3,32","-55,51","0,41","0,674","0,00%","0,135","1,34","2,78","-0,31","7,39","3,92","24,21%","-1,24%","1,83","5,77%","-0,74%",0,"15.061.000.000,00","1,11","7,70%"
ALLL11,"16,5","-55,18","0,41","0,67","0,00%","0,134","1,33","2,77","-0,3","7,38","3,91","24,21%","-1,24%","1,83","5,77%","-0,74%",0,"15.061.000.000,00","1,11","7,70%"
MAPT4,"10,21","-52,71","-1,55",0,"0,00%","12,138","-4.691,50","-66,08","-1,37","-66,08","-66,08","0,00%","0,00%",0,"-18,42%","2,93%",0,"-6.073.000,00",0,"0,00%"
MTIG4,23,"-52,59","-30,96","72,916","0,00%","35,553","-23,24","-94,24","-18,86","-97,68","-108,19","-77,37%","-138,64%","0,15","-44,86%","58,87%","53,49","-90.894.800,00","-1,13","-26,20%"
PEFX3,19,"-52,04","1,68","0,477","0,00%","0,597","20,34","5,75","-3,18","6,59",0,"8,30%","-0,92%","1,07","11,77%","-3,24%",0,"396.955.000,00","0,31","4,36%"
PEFX5,19,"-52,04","1,68","0,477","0,00%","0,597","20,34","5,75","-3,18","6,59",0,"8,30%","-0,92%","1,07","11,77%","-3,24%",0,"396.955.000,00","0,31","4,36%"
VVAR11,"14,58","-51,79","1,41","0,257","0,00%","0,228","-2,2","3,64","-0,58","7,43","4,89","7,07%","-0,50%","0,81","8,30%","-2,72%",0,"5.505.000.000,00","1,69","4,75%"
VVAR4,"4,84","-51,58","1,41","0,256","0,00%","0,227","-2,19","3,63","-0,58","7,42","4,88","7,07%","-0,50%","0,81","8,30%","-2,72%",0,"5.505.000.000,00","1,69","4,75%"
ESTC11,"23,5","-51,11","0,8","0,536","0,00%","0,244","1,63","4,45","-0,6","12,05","5,27","12,07%","-1,01%","2,07","6,69%","-1,57%",0,"3.024.090.000,00","1,89","6,60%"
TOYB4,"2,5","-47,96","-5,43","5,256","0,00%","4,405","-6,47","-9,04","-3,83","-9,15","-9,67","-58,16%","-10,96%","0,49","-59,36%","11,31%",0,"-13.852.000,00","-0,07","-26,99%"
IMBI3,"5,01","-46,42","2,81","2.659,02","0,00%","0,518","-2,21","-97,12","-0,37","-104,72","-107,45","-2737,88%","-13821,20%","0,05","-0,54%","-6,05%",0,"62.544.000,00","0,22","-57,16%"
CLAN4,3,"-44,92","0,47","15,151","0,00%","0,406","-15,5","-82,56","-6,36","-97,43","22,68","-18,35%","-33,73%","0,73","-0,50%","-1,05%",0,"1.012.240.000,00","0,08","-63,96%"
HBSA3,"2,27","-44,13","1,18","1,147","0,00%","0,258","2,05","9,84","-0,46","32,46","10,74","11,65%","-2,60%","2,36","3,07%","-2,68%","11.144.800,00","1.461.770.000,00","3,28","18,99%"
TOYB3,"2,29","-43,94","-4,97","4,815","0,00%","4,035","-5,93","-8,28","-3,5","-8,39","-8,87","-58,16%","-10,96%","0,49","-59,36%","11,31%",0,"-13.852.000,00","-0,07","-26,99%"
EBTP3,"10,21","-43,56","1,17","0,548","0,00%","0,353","-502,47","6,42","-0,73","8,46","2,85","8,53%","-1,03%","0,99","6,03%","-2,68%",0,"10.782.200.000,00","0,39","22,10%"
MGLU3,"2,37","-43,22","1,48","0,45","0,00%","0,445","2,11","18,63","-3,6","24,5","11,11","2,42%","-1,04%","1,58","3,40%","-3,43%","733.418.000,00","10.805.300.000,00","0,66","27,94%"
EBTP4,10,"-42,66","1,14","0,537","0,00%","0,346","-492,13","6,29","-0,71","8,33","2,81","8,53%","-1,03%","0,99","6,03%","-2,68%",0,"10.782.200.000,00","0,39","22,10%"
ESPA3,"1,16","-41,69","0,61","0,513","0,00%","0,201","1,44","8,61","-0,64","25,25","9,86","5,95%","-1,65%","1,65","2,45%","-1,47%","7.546.250,00","684.239.000,00","1,29","8,43%"
KROT11,40,"-41,19","0,87","2,191","0,00%","0,407","11,42","14,24","-1,33","22,19","11,65","15,39%","-5,81%","1,24","3,23%","-2,10%",0,"12.389.900.000,00","0,66","-6,96%"
HETA3,96,"-40,87","-0,09","15,768","0,00%","3,955","-0,56","17,05","-0,09","130,06","130,06","92,50%","-38,58%","0,03","23,21%","0,21%",0,"-558.599.000,00","-0,58","20,81%"
FBRA4,"34,58","-39,57","1,66","0,457","0,00%","0,738","18,94","7,4","-4,43","10,62","10,62","6,18%","-1,15%","1,11","11,94%","-4,20%",0,"213.406.000,00","0,77","12,48%"
BRTP4,"20,81","-39,19","1,43","0,681","0,00%","0,399","5,23","3,51","-1,4","5,03","5,03","19,37%","-2,96%","1,29","13,41%","-3,64%",0,"5.302.340.000,00","0,91","3,66%"
KROT4,"5,12","-36,9","0,78","1,963","0,00%","0,365","10,23","12,76","-1,19","20,71","10,87","15,39%","-5,81%","1,24","3,23%","-2,10%",0,"12.389.900.000,00","0,66","-6,96%"
ORVR3,"32,33","-36,6","5,6","3,837","0,00%","1,368","31,25","23,64","-2,61","29,6","13,82","16,23%","-8,96%","1,25","6,15%","-15,29%","17.077.600,00","412.995.000,00","1,48","57,21%"
ITEC3,"40,1","-35,12","22,04","2.611,69","0,00%","9,216","25,42",-26,"-68,91","-24,8","-29,56","-10044,70%","-7435,88%","5,23","-63,06%","-62,76%",0,"20.143.000,00",0,"-74,79%"
IMBI4,"3,5","-32,43","1,96","1.857,60","0,00%","0,362","-1,54","-67,85","-0,26","-75,44","-77,41","-2737,88%","-13821,20%","0,05","-0,54%","-6,05%",0,"62.544.000,00","0,22","-57,16%"
PRTX3,"2,77","-32,27","-145,32","297,651","0,00%","1,4","-2,57","-97,11","-1,43","-128,99","37,19","-306,50%","-922,47%","0,05","-1,50%","450,37%",0,"-18.917.000,00","-49,85","307,96%"
OMGE3,"27,57","-32,03","1,59","3,419","0,00%","0,543","10,86","12,56","-1,06","24,34","13,09","27,23%","-11,12%","1,72","4,69%","-4,95%",0,"3.483.570.000,00","1,66","38,73%"
CBEE3,"13,49","-31,8","0,68","0,392","0,61%","0,194","-1,35","2,66","-0,37","6,59","4,53","14,77%","-1,23%","0,58","7,96%","-2,15%","1.274,56","4.749.900.000,00","1,05","11,48%"
DFVA3,"9,9","-31,38","60,69","4,327","0,00%","5,365","29,1","-55,91","-31,47","-58,28","-58,28","-7,74%","-13,79%","1,33","-10,35%","-193,42%",0,"1.170.000,00","2,84","3,39%"
ASTA4,"25,83","-30,79",1,"0,652","0,00%","0,446","2,57","19,9","-3,3","33,2","33,2","3,28%","-2,12%","1,71","2,52%","-3,25%",0,"515.672.000,00","0,85","-4,73%"
VGOR4,"5,87","-29,58","7,18","1,229","0,00%","1,468","113,97","27,32","-3,22","34,09","34,09","4,50%","-4,59%","1,04","6,00%","-24,29%",0,"135.178.000,00","1,89","4,77%"
CRBM3,90,"-28,95","3,26","1,498","0,00%","1,172","2,98","-15,45","16,9","-14,17","-14,17","-9,70%","-5,18%","2,24","-12,71%","-11,28%",0,"827.347.000,00","0,45","-1,58%"
SMFT3,"12,15","-25,83","1,72","2,715","0,00%","0,641","4,1","101,98","-1,94","107,19","7,92","2,66%","-10,36%","2,14","0,86%","-6,65%","23.879.100,00","4.147.930.000,00","0,74","19,98%"
DFVA4,8,"-25,35","49,04","3,497","0,00%","4,335","23,51","-45,18","-25,43","-47,55","-47,55","-7,74%","-13,79%","1,33","-10,35%","-193,42%",0,"1.170.000,00","2,84","3,39%"
TAMM4,"52,73","-22,74","3,8","0,626","0,00%","0,524","-31,11","9,77","-0,96","18,01","9,66","6,41%","-2,21%","0,95","6,36%","-16,70%",0,"2.174.310.000,00","4,08","9,79%"
TAMM3,"52,6","-22,68","3,79","0,625","0,00%","0,523","-31,04","9,74","-0,96","17,98","9,65","6,41%","-2,21%","0,95","6,36%","-16,70%",0,"2.174.310.000,00","4,08","9,79%"
BAHI4,86,"-22,41","19,37","6,15","0,00%","3,213","-13,26","-77,79","-4,38","-83,37","-134,53","-7,91%","-28,70%","0,23","-4,30%","-86,43%",0,"106.101.000,00","1,55","76,70%"
RCSL3,"1,82","-22,21","-1,77","0,98","0,00%","1,05","11,33","327,01","-0,92","322,72","51,82","0,30%","-4,40%","1,25","0,34%","7,96%","333.753,00","-39.014.000,00",0,"151,21%"
LIGH3,"16,66","-20,93","0,95","0,488","0,00%","0,273","6,3","6,28","-0,61","14,05","8,86","7,77%","-2,33%","1,19","5,17%","-4,56%",0,"6.865.690.000,00","1,55","7,22%"
AGXY3,"7,99","-20,77","1,06","0,128","2,10%","0,157","1,38","2,88","-4,52","5,3","4,4","4,43%","-0,61%","1,16","11,33%","-5,13%","608.403,00","1.282.050.000,00","1,52","87,42%"
DASA3,"12,48","-20,61","0,95","0,559","2,36%","0,278","6,16",10,"-0,63","21,18","8,17","5,59%","-2,71%","1,2","3,22%","-4,62%","3.694.500,00","7.352.800.000,00","1,36","37,66%"
VIIA3,"1,91","-20,35","0,55","0,101","0,00%","0,09","-0,87","1,43","-0,23","5,22","3,44","7,07%","-0,50%","0,81","8,30%","-2,72%","211.410.000,00","5.505.000.000,00","1,69","4,75%"
CRBM7,60,"-19,3","2,18","0,999","0,00%","0,782","1,99","-10,3","11,26","-9,02","-9,02","-9,70%","-5,18%","2,24","-12,71%","-11,28%",0,"827.347.000,00","0,45","-1,58%"
WMBY3,"25,39","-19,3","2,87","0,836","0,00%","0,182","1,2","8,62","-1,5","25,02","25,02","9,70%","-7,05%","1,44","2,39%","-14,86%",0,"212.439.000,00","6,51","-14,48%"
AERI3,"0,88","-19,17","0,72","0,281","2,35%","0,195","0,54","3,82","-2,91","7,88","6,03","7,35%","-1,46%","2,19","8,55%","-3,73%","10.125.900,00","942.087.000,00","1,67","-9,21%"
TDBH4,"0,66","-18,63","1,28","0,906","0,00%","0,811","-6,15","8,73","-5,66","10,23","10,23","10,38%","-4,86%","0,63","10,48%","-6,85%",0,"554.115.000,00","0,27","35,74%"
AALR3,"21,25","-18,55","2,34","2,302","0,00%","0,955","-30,64","83,65","-2,47","105,69","21,7","2,75%","-11,80%","0,86","1,32%","-12,63%","8.257.870,00","1.072.550.000,00","0,85","1,16%"
TANC4,43,"-18,54","3,1","0,511","0,00%","0,428","-25,37","7,96","-0,78","16,2","8,69","6,41%","-2,21%","0,95","6,36%","-16,70%",0,"2.174.310.000,00","4,08","9,79%"
TRAD3,"1,96","-17,96","0,96","5,765","0,01%","0,902","2,67","-6,63","2,69","-4,12","-5,12","-86,98%","-31,90%","6,95","-20,97%","-5,35%","3.434.820,00","571.473.000,00","0,01","0,00%"
BAHI5,65,"-16,94","14,64","4,648","0,00%","2,429","-10,02","-58,8","-3,31","-64,37","-103,88","-7,91%","-28,70%","0,23","-4,30%","-86,43%",0,"106.101.000,00","1,55","76,70%"
ZAMP3,"4,53","-16,82","0,86","0,356","0,00%","0,312","8,5","16,88","-0,81","24,04","3,71","2,11%","-2,11%","1,17","2,30%","-5,09%","8.844.760,00","1.456.990.000,00","0,74","9,56%"
CCIM3,"5,52","-16,44","0,94","0,498","0,00%","0,198","0,53","8,96","-1,09","25,04","38,84","5,55%","-3,03%","2,58","2,38%","-5,75%",0,"660.347.000,00","1,93","29,98%"
LIGT3,"4,56","-16,08","0,2","0,117","5,56%","0,061","0,72","1,04","-0,15","6,11","4,23","11,26%","-0,73%","1,41","7,22%","-1,23%","25.208.000,00","8.557.000.000,00","1,44","4,60%"
CASH3,"1,21","-16,01","1,35","2,865","0,00%","0,791","2,23","-6,08","2,98","-1,72","-1,84","-47,13%","-22,57%","2,13","-30,92%","-8,42%","43.695.800,00","776.485.000,00",0,"75,33%"
SCAR3,18,"-15,86","0,69","3,432","0,80%","0,281","3,26","7,22","-0,64","19,86","14,01","47,51%","-22,53%","2,25","4,23%","-4,36%","139.288,00","1.503.850.000,00","1,41","-14,53%"
TDBH3,"0,56","-15,81","1,08","0,769","0,00%","0,688","-5,22","7,4","-4,8","8,91","8,91","10,38%","-4,86%","0,63","10,48%","-6,85%",0,"554.115.000,00","0,27","35,74%"
DTCY3,"5,35","-15,3","-25,48","7,595","0,00%","5,579","-12,72","-22,08","-6,16","-22,42","38,71","-34,40%","-49,64%","0,42","-26,58%","166,54%","509,84","-2.337.000,00","-0,58","-17,35%"
GBIO33,"10,4","-14,97","1,32","1,518","0,00%","0,791","7,57","13,53","17,58","16,06","16,06","11,21%","-10,14%","1,31","7,12%","-8,83%",0,"838.439.000,00","0,31","-8,99%"
COGN3,"1,97","-14,2","0,3","0,755","0,00%","0,14","3,94","4,91","-0,46","12,86","6,75","15,39%","-5,81%","1,24","3,23%","-2,10%","112.319.000,00","12.389.900.000,00","0,66","-6,96%"
LECO4,"1,46","-13,48",2,"0,637","0,00%","0,924","-16,84","-29,69","-3,16","-32,69","-32,69","-2,14%","-4,72%","0,82","-3,48%","-14,82%",0,"105.928.000,00","0,2","3,58%"
SEDU3,"23,8","-13,36",15,"3,443","0,00%","1,531","57,9","-22,47","-2,67","-28,68","-69,64","-15,33%","-25,73%","1,09","-8,15%","-112,29%",0,"415.869.000,00","4,67","10,87%"
TESA3,48,"-13,3","1,62","1,007","0,00%","0,523","-11,1","9,41","-1,35","15,25","10,09","10,71%","-7,58%","0,86","6,42%","-12,18%",0,"858.223.000,00","1,04","15,48%"
IGUA3,"8,15","-12,52","-1,44","0,568","0,00%","0,564","-0,65","8,22","-0,6","14,8","5,8","6,91%","-4,53%","0,34","7,61%","11,52%",0,"-164.188.000,00","-1,33","-7,41%"
FGUI3,12,"-12,41","-2,15","16,009","0,00%","25,203","-2,2","-57,76","-2,05","-70,17","-70,17","-27,72%","-129,00%","0,04","-60,74%","17,32%",0,"-222.024.000,00","-0,46","2,13%"
IGUA6,"8,07","-12,4","-1,43","0,562","0,00%","0,558","-0,64","8,14","-0,59","14,72","5,77","6,91%","-4,53%","0,34","7,61%","11,52%",0,"-164.188.000,00","-1,33","-7,41%"
IGUA5,"7,98","-12,26","-1,41","0,556","0,00%","0,552","-0,64","8,04","-0,59","14,63","5,73","6,91%","-4,53%","0,34","7,61%","11,52%",0,"-164.188.000,00","-1,33","-7,41%"
MTIG3,"5,21","-11,91","-7,01","16,517","0,00%","8,054","-5,27","-21,35","-4,27","-24,79","-27,45","-77,37%","-138,64%","0,15","-44,86%","58,87%",0,"-90.894.800,00","-1,13","-26,20%"
PRVI3,"10,54","-11,74","1,61","0,919","0,00%","0,565","-250,86","9,71","-1,48","9,87","6,39","9,46%","-7,83%","0,99","6,15%","-13,71%",0,"525.170.000,00","0,1","16,19%"
CPNY3,"2,35",-11,"0,42","0,232","0,00%","0,054","0,2","1,21","-0,13","4,21","4,21","19,13%","-2,11%","2,26","5,48%","-3,86%",0,"398.830.000,00","2,33","20,10%"
NTCO3,"9,91","-10,76","0,6","0,365","1,33%","0,251","4,05","9,99","-0,87","16,61","5,68","3,65%","-3,39%","1,27","3,13%","-5,54%","219.957.000,00","22.985.000.000,00","0,6","-2,27%"
CEAB3,"1,95","-10,43","0,22","0,099","0,00%","0,067","0,73","11,2","-0,28","32,54","4,31","0,88%","-0,94%","1,25","0,85%","-2,07%","13.213.700,00","2.785.870.000,00","0,86","22,53%"
MSPA3,"50,01","-9,93","0,4","1,702","0,00%","0,226","8,97","-16,41","-0,63","-21,9","221,48","-10,37%","-17,14%","1,48","-1,43%","-4,03%",0,"800.313.000,00","0,18","8,05%"
ECPR4,"90,74","-9,92","1,22",0,"0,00%","0,624","175,57","-82,97","-1,29","-82,6","-82,72","0,00%","0,00%","2,97","-0,75%","-12,28%",0,"141.476.000,00",0,"0,00%"
ECPR3,"90,25","-9,87","1,21",0,"0,00%","0,621","174,62","-82,52","-1,29","-82,15","-82,27","0,00%","0,00%","2,97","-0,75%","-12,28%",0,"141.476.000,00",0,"0,00%"
CLSA3,"4,4","-9,55","1,12","1,688","0,00%","0,897","1,51","-6,15","1,64","-2,82","-3,47","-27,46%","-17,67%","5,03","-35,13%","-11,70%","3.470.160,00","740.258.000,00","0,1","0,00%"
EMBR3,"13,55","-9,45","0,75","0,495","0,00%","0,187","0,76","6,54","-1,13","11,64","7,04","7,56%","-5,68%","1,77","3,80%","-7,98%","107.750.000,00","13.311.700.000,00","1,27","10,17%"
SHOW3,"2,1","-9,03",1,"0,467","0,00%","0,233","1,91","3,2","-2,36","0,65","0,57","14,59%","-4,38%","1,23","21,63%","-11,07%","1.024.160,00","141.721.000,00","0,83","-40,02%"
TERI3,"64,28","-8,83","0,29","0,107","0,00%","0,081","7,9","7,2","-0,26","39,56","39,56","1,49%","-1,91%","1,03","1,25%","-3,27%",0,"3.641.000.000,00","1,43","7,94%"
CTKA3,"21,46","-8,68","-0,82","0,217","0,00%","0,221","0,95","5,63","-0,37","29,09","17,59","3,85%","-2,50%","1,52","4,45%","9,44%","252,56","-162.561.000,00","-3,47","18,87%"
MEAL3,"2,71","-8,47","0,73","0,338","0,00%","0,276","-5,41","-22,09","-0,69","-30,38","17,09","-1,53%","-3,99%","0,81","-1,48%","-8,65%","4.937.120,00","1.059.710.000,00","0,52","8,43%"
MSPA4,"41,35","-8,21","0,33","1,407","0,00%","0,187","7,42","-13,57","-0,52","-19,06","192,74","-10,37%","-17,14%","1,48","-1,43%","-4,03%",0,"800.313.000,00","0,18","8,05%"
SEMP3,"16,86","-8,12","1,36","15,081","0,00%","1,201","15,67","-4,42","15,67","-4,07","-4,07","-340,98%","-185,82%","1,64","-30,21%","-16,81%",0,"118.441.000,00",0,"-10,37%"
SZPQ4,"6,64","-7,85","2,2","0,855","0,00%","0,744","2,62","-20,31","-3,17","-22,77","-22,77","-4,21%","-10,89%","2,97","-3,77%","-28,00%",0,"684.467.000,00","0,3","-11,71%"
RCSL4,"0,63","-7,69","-0,61","0,339","0,00%","0,363","3,92","113,2","-0,32","108,91","17,49","0,30%","-4,40%","1,25","0,34%","7,96%","276.188,00","-39.014.000,00",0,"151,21%"
MEDI3,"11,55","-7,52","1,89","0,374","0,00%","0,824","-10,02","-9,11","-3,31","-6,61","-6,61","-4,11%","-4,98%","0,79","-12,30%","-25,13%",0,"426.164.000,00","0,02","13,02%"
KRSA3,"1,18","-7,44","0,76","0,474","0,00%","0,188","1,96","4,43","-0,44","14,35","9,42","10,70%","-5,74%","1,46","4,84%","-10,27%","298.047,00","1.192.960.000,00","2,08","0,00%"
GFSA3,"5,66","-7,03","0,12","0,208","0,00%","0,037","0,11","-25,44","-1,74","-219,87","77,12","-0,82%","-2,99%","1,93","-0,16%","-1,75%","14.140.400,00","1.741.480.000,00","1,28","11,69%"
TCNO3,"1,2","-6,81","-8,4",0,"0,00%","0,034","-0,08","-2,87","-0,04","-15,11","-17,45","0,00%","0,00%","0,28","-1,59%","123,36%","928,19","-946.000,00","-35,76","-32,39%"
PEAB4,"58,05","-6,66","1,1","19,931","3,29%","0,927","3,36","-118,63","6,67","-97,64","-212,81","-16,80%","-298,64%","14,2","-1,03%","-16,52%","5.144,88","678.038.000,00","0,09","-51,86%"
TELB3,"14,75","-6,6","0,6","2,911","0,00%","0,25","0,83","-3,5","-1,19","-0,14","-0,93","-83,06%","-44,11%","4,98","-10,25%","-9,15%","36.797,90","1.657.470.000,00","0,11","58,99%"
NINJ3,"2,89","-6,56","0,52","2,468","0,00%","0,483","0,55","-2,8","0,56","2,55","2,59","-88,16%","-37,60%","13,24","-366,27%","-7,97%","487.018,00","277.516.000,00",0,"0,00%"
BIOM4,"8,68","-6,33","5,26","6,293","0,00%","1,81","12,98","-7,79","-6,24","-9,18","-9,26","-80,77%","-99,43%","1,62","-29,56%","-83,09%",0,"121.364.000,00","1,39","255,34%"
SEQL3,"3,11","-6,31","0,81","0,236","0,00%","0,223","-86,33","14,77","-0,55","36,42","5,97","1,60%","-3,74%","0,99","1,75%","-12,87%","19.194.300,00","537.366.000,00","1,32","30,84%"
CRDE3,18,"-6,23","0,46","6,359","0,00%","0,393","12,2","-4,62","-22,04","-3,53","-3,55","-137,63%","-102,35%","1,34","-9,63%","-7,41%","2.529,58","94.414.000,00",0,"-27,17%"
SEER3,"4,3","-5,93","0,41","0,341","0,00%","0,159","2,34","2,65","-0,41","4,95","2,49","12,86%","-5,74%","1,44","6,58%","-6,84%","5.456.070,00","1.363.920.000,00","0,55","6,27%"
